,source,boolq,cb,cola,copa,mnli,mrpc,multirc,qnli,qqp,rte,sst2,wic,wnli,wsc,avg,lp(mnli)
41,textattack/roberta-base-SST-2,1.4984709480122262,1.7857142857142918,-0.671140939597322,-5.0,-0.1525630593978775,2.205882352941188,3.094059405940598,0.0549148819330014,-1.9614147909967985,-9.747292418772574,-0.4587155963302933,-2.351097178683375,0.0,0.0,-0.8359415792312096,3.826281529698932
42,textattack/roberta-base-STS-B,1.7431192660550463,0.0,-1.8216682646212805,4.000000000000007,0.4983726606997578,1.9607843137254972,1.938943894389439,-0.2196595277320199,-0.1434578283452907,3.971119133574007,-0.6880733944954329,3.448275862068968,0.0,0.0,1.0491254368084786,14.658258746948732
43,cross-encoder/stsb-roberta-base,2.477064220183493,8.92857142857143,-1.629913710450623,11.0,0.2644426362896581,4.411764705882362,3.073432343234323,-0.109829763866017,0.113776898342806,9.386281588447645,-0.3440366972477164,1.8808777429467227,0.0,0.0,2.8180308137381487,30.189178193653376
44,neoyipeng/twitter-roberta-base-sentiment-mlm-skep,-6.63608562691131,0.0,-3.16395014381591,4.000000000000007,-0.4882017900732336,0.0,0.1443894389438966,-1.4460918909024372,-0.3487509275290676,-14.440433212996396,-0.1146788990825768,-1.4106583072100136,0.0,0.0,-1.7074615256840744,-8.73474369406022
45,sentence-transformers/nli-roberta-base,-1.8042813455657551,7.142857142857153,-2.3010546500479307,4.000000000000007,-3.824247355573647,-1.470588235294116,-3.155940594059402,0.0915248032216595,-3.3712589661142687,-19.85559566787004,0.1146788990825484,-3.448275862068961,-21.126760563380287,0.0,-3.500638742486646,5.473962571196083
46,sentence-transformers/roberta-base-nli-mean-tokens,-2.568807339449549,5.357142857142861,-2.9721955896452528,4.000000000000007,-3.102115541090328,-3.1862745098039227,-3.155940594059402,-0.1647446457990184,-1.1822903784318726,-15.52346570397112,-0.1146788990825768,-3.448275862068961,-30.98591549295775,0.0,-4.074825835658349,5.473962571196083
47,sentence-transformers/msmarco-roberta-base-v3,-2.568807339449549,-1.7857142857142776,-1.917545541706616,-4.0,-2.227420667209117,-2.696078431372541,0.7425742574257441,-0.4759289767527122,0.1830324016819275,-14.440433212996396,1.1467889908256694,-5.015673981191213,-25.35211267605635,0.0,-4.171951390179673,-8.816110659072429
48,sentence-transformers/stsb-roberta-base-v2,1.7737003058103935,5.357142857142861,-0.3835091083413289,-1.0,-0.2339300244100854,1.7156862745098067,3.444719471947195,0.5308438586856852,-2.7256987385604816,-13.71841155234658,-0.229357798165168,-1.5673981191222452,-4.225352112676063,0.0,-0.8043974775375722,1.68022782750203
49,sentence-transformers/stsb-roberta-base,-4.281345565749234,-1.7857142857142776,-2.9721955896452528,-3.0,-1.8714401952807125,-5.637254901960773,2.1452145214521465,-0.3294892915980369,-3.4454612911204663,-20.21660649819495,-0.3440366972477164,-6.269592476489024,-33.80281690140846,0.0,-5.843624226639768,2.5854353132628063
50,sentence-transformers/roberta-base-nli-stsb-mean-tokens,-3.6697247706422047,-1.7857142857142776,-2.013422818791952,-2.0,-2.715622457282336,-4.656862745098024,2.1452145214521465,-0.0183049606443574,-3.4454612911204663,-20.21660649819495,-0.3440366972477164,-5.642633228840118,-33.80281690140846,0.0,-5.583285152395193,2.5854353132628063
51,bhadresh-savani/roberta-base-emotion,0.9480122324159056,1.7857142857142918,-0.2876318312559931,4.000000000000007,0.4780309194467094,0.2450980392156907,2.392739273927397,-0.0732198425773589,-0.2226069750185502,-6.859205776173283,0.344036697247688,-2.5078369905956066,0.0,-0.96153846153846,-0.0513148877993973,-4.605370219690819
52,cardiffnlp/twitter-roberta-base-stance-climate,-5.657492354740057,-1.7857142857142776,-2.109300095877288,4.000000000000007,-1.566314076484943,1.2254901960784397,-1.2376237623762378,-0.8237232289950782,-1.629977739302504,-16.245487364620942,0.1146788990825484,-2.037617554858926,0.0,0.0,-1.9823629548435184,-6.293734743694067
53,cardiffnlp/twitter-roberta-base-stance-abortion,-6.330275229357795,-1.7857142857142776,-1.2464046021093085,0.0,-1.7493897477624074,0.7352941176470722,-3.155940594059402,-0.7321984257734044,-1.6646054909720505,-15.52346570397112,-0.229357798165168,-2.5078369905956066,-7.042253521126767,0.0,-2.94515344799716,-8.887306753458105
54,bdotloh/twitter-roberta-base-finetuned-twitter-user-desc,-4.984709480122319,0.0,-2.013422818791952,-2.0,-2.227420667209117,-0.4901960784313672,-3.155940594059402,-1.2447373238147603,-2.7083848627257083,-9.38628158844766,-0.4587155963302933,-1.7241379310344769,-4.225352112676063,0.0,-2.472807075260223,-3.120423108218077
55,cardiffnlp/twitter-roberta-base-offensive,-6.23853211009174,-1.7857142857142776,-0.9587727708533008,5.999999999999993,-0.2339300244100854,1.2254901960784397,0.2681518151815183,-0.8603331502837221,-0.1014098441751087,-7.220216606498198,-0.5733944954128418,-2.194357366771144,0.0,0.0,-0.9052156173536048,-2.794955248169252
56,cardiffnlp/twitter-roberta-base-irony,-3.608562691131496,-3.5714285714285694,-2.013422818791952,4.000000000000007,-0.294955248169245,1.4705882352941302,0.9488448844884444,-0.7138934651290612,-0.1409844175117598,-6.498194945848383,-0.3440366972477164,1.0971786833855788,0.0,0.0,-0.690633360863573,0.4597233523189459
57,cardiffnlp/twitter-roberta-base-2021-124m,-0.0305810397553472,-3.5714285714285694,-1.1505273250239725,3.0,-0.2746135069161823,1.2254901960784397,-0.8663366336633658,-1.2081274025260882,-0.0321543408360156,-9.38628158844766,-0.1146788990825768,-0.7836990595611297,-15.492957746478872,0.0,-2.04899256554581,-5.296989422294558
58,cardiffnlp/twitter-roberta-base-emoji,-3.577981651376149,0.0,-3.0680728667305885,4.000000000000007,-0.2847843775427066,0.9803921568627628,-3.155940594059402,-0.4027091341753674,0.1780855800148373,-10.108303249097474,0.2293577981651111,-0.6269592476488981,-7.042253521126767,0.0,-1.634226364765331,-2.7644426362896724
59,cardiffnlp/twitter-roberta-base-mar2022,-2.048929663608561,-3.5714285714285694,-2.205177372962609,5.000000000000007,-0.5390561432058689,1.7156862745098067,-0.6600660066006512,-1.427786930258108,-1.271333168439284,-7.942238267148014,0.5733944954128276,-0.3134796238244348,-18.30985915492959,0.0,-2.2143052951773607,-5.378356387306766
60,cardiffnlp/twitter-roberta-base-dec2021,-0.1529051987767502,-3.5714285714285694,-1.0546500479386367,5.000000000000007,-0.9967453213995155,0.0,0.020627062706275,-1.0433827567270697,-0.1681919366806994,-10.830324909747295,0.1146788990825484,-1.4106583072100136,-18.30985915492959,0.0,-2.3144885887892364,-11.450366151342571
61,cardiffnlp/twitter-roberta-base-sentiment,-5.535168195718654,0.0,-2.013422818791952,8.0,-0.132221318144829,1.7156862745098067,-2.5371287128712794,-0.7871133077064059,-1.474152856789516,-10.46931407942239,-1.2614678899082603,-2.821316614420056,0.0,0.0,-1.236829965661681,3.032953620829936
62,cardiffnlp/twitter-roberta-base-emotion,-5.412844036697251,-1.7857142857142776,-2.013422818791952,-10.0,-0.3356387306753419,0.4901960784313814,-3.7953795379537993,-0.5125388980413845,0.1261439525105032,-20.577617328519864,-0.8027522935780098,-1.0971786833855788,-12.676056338028182,0.0,-4.170914494317411,0.9987794955248148
63,cardiffnlp/twitter-roberta-base,-3.730886850152913,0.0,-0.7670182166826436,-4.0,-0.7221318144833191,0.2450980392156907,0.0412541254125429,-0.7138934651290612,-0.954736581746232,-5.054151624548751,-0.229357798165168,-0.3134796238244348,0.0,0.0,-1.1570931292931637,-1.4930838079739743
